class,field,value
weapon_fiveseven,m_flArmorRatio,1.823
weapon_fiveseven,m_flAttackMovespeedFactor,1.0
weapon_fiveseven,m_flCycleTime,0.15|0.3
weapon_fiveseven,m_flCycleTimeWhenInBurstMode,0.0
weapon_fiveseven,m_flDeployDuration,1.0
weapon_fiveseven,m_flDisallowAttackAfterReloadStartDuration,2.266667
weapon_fiveseven,m_flFlinchVelocityModifierLarge,0.5
weapon_fiveseven,m_flFlinchVelocityModifierSmall,0.65
weapon_fiveseven,m_flHeadshotMultiplier,4.0
weapon_fiveseven,m_flInaccuracyAltSoundThreshold,0.0
weapon_fiveseven,m_flInaccuracyCrouch,0.00683|0.00683
weapon_fiveseven,m_flInaccuracyFire,0.025|0.03245
weapon_fiveseven,m_flInaccuracyJump,0.0897|0.0897
weapon_fiveseven,m_flInaccuracyJumpApex,0.0
weapon_fiveseven,m_flInaccuracyJumpInitial,0.09988
weapon_fiveseven,m_flInaccuracyLadder,0.138|0.138
weapon_fiveseven,m_flInaccuracyLand,0.00019|0.00019
weapon_fiveseven,m_flInaccuracyMove,0.04|0.01341
weapon_fiveseven,m_flInaccuracyPitchShift,0.0
weapon_fiveseven,m_flInaccuracyReload,0.0
weapon_fiveseven,m_flInaccuracyStand,0.0091|0.0091
weapon_fiveseven,m_flMaxSpeed,240.0|240.0
weapon_fiveseven,m_flPenetration,1.0
weapon_fiveseven,m_flRange,4096.0
weapon_fiveseven,m_flRangeModifier,0.81
weapon_fiveseven,m_flRecoilAngle,0.0|0.0
weapon_fiveseven,m_flRecoilAngleVariance,5.0|5.0
weapon_fiveseven,m_flRecoilMagnitude,25.0|25.0
weapon_fiveseven,m_flRecoilMagnitudeVariance,4.0|4.0
weapon_fiveseven,m_flRecoveryTimeCrouch,0.2
weapon_fiveseven,m_flRecoveryTimeCrouchFinal,0.5
weapon_fiveseven,m_flRecoveryTimeStand,0.2
weapon_fiveseven,m_flRecoveryTimeStandFinal,0.5
weapon_fiveseven,m_flSpread,0.002|0.002
weapon_fiveseven,m_flTimeBetweenBurstShots,0.0
weapon_fiveseven,m_flZoomTime0,0.0
weapon_fiveseven,m_flZoomTime1,0.0
weapon_fiveseven,m_flZoomTime2,0.0
weapon_fiveseven,m_iDefaultClip1,-1
weapon_fiveseven,m_iDefaultClip2,-1
weapon_fiveseven,m_iMaxClip1,20
weapon_fiveseven,m_iMaxClip2,0
weapon_fiveseven,m_iRumbleEffect,1
weapon_fiveseven,m_iWeight,5
weapon_fiveseven,m_nCrosshairDeltaDistance,3
weapon_fiveseven,m_nCrosshairMinDistance,8
weapon_fiveseven,m_nDamage,32
weapon_fiveseven,m_nKillAward,300
weapon_fiveseven,m_nNumBullets,1
weapon_fiveseven,m_nPrice,500
weapon_fiveseven,m_nPrimaryAmmoType,BULLET_PLAYER_57MM
weapon_fiveseven,m_nPrimaryReserveAmmoMax,2
weapon_fiveseven,m_nRecoilSeed,33244
weapon_fiveseven,m_nRecoveryTransitionEndBullet,5
weapon_fiveseven,m_nRecoveryTransitionStartBullet,0
weapon_fiveseven,m_nSecondaryReserveAmmoMax,0
weapon_fiveseven,m_nSpreadSeed,0
weapon_fiveseven,m_nTracerFrequency,1
weapon_fiveseven,m_nZoomFOV1,90
weapon_fiveseven,m_nZoomFOV2,90
weapon_fiveseven,m_nZoomLevels,0
weapon_fiveseven,m_szAnimSkeleton,animation/skeletons/weapons/fiveseven.vnmskel
weapon_fiveseven,m_szName,weapon_fiveseven
weapon_fiveseven,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_pistol.vpcf
weapon_fiveseven,m_szWorldModel,weapons/models/fiveseven/weapon_pist_fiveseven.vmdl
weapon_fiveseven,m_vecMuzzlePos0,22.214|-2.825|-1.692
weapon_cz75a,_base,weapon_cz75a_prefab
weapon_cz75a,_class,weapon_p250
weapon_cz75a,_not_pickable,1
weapon_cz75a,m_GearSlot,GEAR_SLOT_PISTOL
weapon_cz75a,m_GearSlotPosition,0
weapon_cz75a,m_WeaponType,WEAPONTYPE_PISTOL
weapon_cz75a,m_bAllowFlipping,true
weapon_cz75a,m_bAutoSwitchFrom,true
weapon_cz75a,m_bAutoSwitchTo,true
weapon_cz75a,m_bBuiltRightHanded,true
weapon_cz75a,m_bCannotShootUnderwater,false
weapon_cz75a,m_bHasBurstMode,false
weapon_cz75a,m_bHideViewModelWhenZoomed,false
weapon_cz75a,m_bIsFullAuto,true
weapon_cz75a,m_bIsRevolver,false
weapon_cz75a,m_bMeleeWeapon,false
weapon_cz75a,m_bReserveAmmoAsClips,true
weapon_cz75a,m_bUnzoomsAfterShot,false
weapon_cz75a,m_eSilencerType,WEAPONSILENCER_NONE
weapon_cz75a,m_flArmorRatio,1.553
weapon_cz75a,m_flAttackMovespeedFactor,1.0
weapon_cz75a,m_flCycleTime,0.1
weapon_cz75a,m_flCycleTimeWhenInBurstMode,0.0
weapon_cz75a,m_flDeployDuration,1.83333
weapon_cz75a,m_flDisallowAttackAfterReloadStartDuration,2.733333
weapon_cz75a,m_flFlinchVelocityModifierLarge,0.5
weapon_cz75a,m_flFlinchVelocityModifierSmall,0.65
weapon_cz75a,m_flHeadshotMultiplier,4.0
weapon_cz75a,m_flInaccuracyAltSoundThreshold,0.0
weapon_cz75a,m_flInaccuracyCrouch,0.0076|0.0076
weapon_cz75a,m_flInaccuracyFire,0.035|0.025
weapon_cz75a,m_flInaccuracyJump,0.09296|0.09296
weapon_cz75a,m_flInaccuracyJumpApex,0.0
weapon_cz75a,m_flInaccuracyJumpInitial,0.09662
weapon_cz75a,m_flInaccuracyLadder,0.138|0.138
weapon_cz75a,m_flInaccuracyLand,0.00019|0.00019
weapon_cz75a,m_flInaccuracyMove,0.01341|0.01341
weapon_cz75a,m_flInaccuracyPitchShift,0.0
weapon_cz75a,m_flInaccuracyReload,0.0
weapon_cz75a,m_flInaccuracyStand,0.01043|0.01043
weapon_cz75a,m_flMaxSpeed,240.0|240.0
weapon_cz75a,m_flPenetration,1.0
weapon_cz75a,m_flRange,4096.0
weapon_cz75a,m_flRangeModifier,0.85
weapon_cz75a,m_flRecoilAngle,0.0|0.0
weapon_cz75a,m_flRecoilAngleVariance,120.0|180.0
weapon_cz75a,m_flRecoilMagnitude,31.0|27.0
weapon_cz75a,m_flRecoilMagnitudeVariance,6.0|12.0
weapon_cz75a,m_flRecoveryTimeCrouch,0.2275
weapon_cz75a,m_flRecoveryTimeCrouchFinal,0.287823
weapon_cz75a,m_flRecoveryTimeStand,0.2425
weapon_cz75a,m_flRecoveryTimeStandFinal,0.345388
weapon_cz75a,m_flSpread,0.003|0.003
weapon_cz75a,m_flTimeBetweenBurstShots,0.0
weapon_cz75a,m_flZoomTime0,0.0
weapon_cz75a,m_flZoomTime1,0.0
weapon_cz75a,m_flZoomTime2,0.0
weapon_cz75a,m_iDefaultClip1,-1
weapon_cz75a,m_iDefaultClip2,-1
weapon_cz75a,m_iMaxClip1,12
weapon_cz75a,m_iMaxClip2,0
weapon_cz75a,m_iRumbleEffect,1
weapon_cz75a,m_iWeight,5
weapon_cz75a,m_nCrosshairDeltaDistance,3
weapon_cz75a,m_nCrosshairMinDistance,8
weapon_cz75a,m_nDamage,31
weapon_cz75a,m_nKillAward,300
weapon_cz75a,m_nNumBullets,1
weapon_cz75a,m_nPrice,500
weapon_cz75a,m_nPrimaryAmmoType,BULLET_PLAYER_357SIG_MIN
weapon_cz75a,m_nPrimaryReserveAmmoMax,2
weapon_cz75a,m_nRecoilSeed,9788
weapon_cz75a,m_nRecoveryTransitionEndBullet,10
weapon_cz75a,m_nRecoveryTransitionStartBullet,3
weapon_cz75a,m_nSecondaryReserveAmmoMax,0
weapon_cz75a,m_nSpreadSeed,0
weapon_cz75a,m_nTracerFrequency,1
weapon_cz75a,m_nZoomFOV1,90
weapon_cz75a,m_nZoomFOV2,90
weapon_cz75a,m_nZoomLevels,0
weapon_cz75a,m_szAnimClass,weapon_cz75a
weapon_cz75a,m_szAnimSkeleton,animation/skeletons/weapons/cz75a.vnmskel
weapon_cz75a,m_szName,weapon_cz75a
weapon_cz75a,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_pistol.vpcf
weapon_cz75a,m_szWorldModel,weapons/models/cz75a/weapon_pist_cz75a.vmdl
weapon_cz75a,m_vecMuzzlePos0,23.526|-2.805|-1.753
weapon_deagle,_base,weapon_deagle_prefab
weapon_deagle,_class,weapon_deagle
weapon_deagle,_not_pickable,1
weapon_deagle,m_GearSlot,GEAR_SLOT_PISTOL
weapon_deagle,m_GearSlotPosition,0
weapon_deagle,m_WeaponType,WEAPONTYPE_PISTOL
weapon_deagle,m_bAllowFlipping,true
weapon_deagle,m_bAutoSwitchFrom,true
weapon_deagle,m_bAutoSwitchTo,true
weapon_deagle,m_bBuiltRightHanded,true
weapon_deagle,m_bCannotShootUnderwater,false
weapon_deagle,m_bHasBurstMode,false
weapon_deagle,m_bHideViewModelWhenZoomed,false
weapon_deagle,m_bIsFullAuto,false
weapon_deagle,m_bIsRevolver,false
weapon_deagle,m_bMeleeWeapon,false
weapon_deagle,m_bReserveAmmoAsClips,true
weapon_deagle,m_bUnzoomsAfterShot,false
weapon_deagle,m_eSilencerType,WEAPONSILENCER_NONE
weapon_deagle,m_flArmorRatio,1.864
weapon_deagle,m_flAttackMovespeedFactor,1.0
weapon_deagle,m_flCycleTime,0.225
weapon_deagle,m_flCycleTimeWhenInBurstMode,0.0
weapon_deagle,m_flDeployDuration,1.0
weapon_deagle,m_flDisallowAttackAfterReloadStartDuration,2.2
weapon_deagle,m_flFlinchVelocityModifierLarge,0.4
weapon_deagle,m_flFlinchVelocityModifierSmall,0.55
weapon_deagle,m_flHeadshotMultiplier,3.9
weapon_deagle,m_flInaccuracyAltSoundThreshold,0.0
weapon_deagle,m_flInaccuracyCrouch,0.00218|0.00218
weapon_deagle,m_flInaccuracyFire,0.07223|0.07223
weapon_deagle,m_flInaccuracyJump,0.04055|0.37155
weapon_deagle,m_flInaccuracyJumpApex,0.33155
weapon_deagle,m_flInaccuracyJumpInitial,0.54882
weapon_deagle,m_flInaccuracyLadder,0.152|0.152
weapon_deagle,m_flInaccuracyLand,0.000043|0.00073
weapon_deagle,m_flInaccuracyMove,0.0481|0.0481
weapon_deagle,m_flInaccuracyPitchShift,0.0
weapon_deagle,m_flInaccuracyReload,0.0
weapon_deagle,m_flInaccuracyStand,0.0042|0.0042
weapon_deagle,m_flMaxSpeed,230.0|230.0
weapon_deagle,m_flPenetration,2.0
weapon_deagle,m_flRange,4096.0
weapon_deagle,m_flRangeModifier,0.85
weapon_deagle,m_flRecoilAngle,0.0
weapon_deagle,m_flRecoilAngleVariance,60.0|60.0
weapon_deagle,m_flRecoilMagnitude,48.200001|48.200001
weapon_deagle,m_flRecoilMagnitudeVariance,18.0|18.0
weapon_deagle,m_flRecoveryTimeCrouch,0.449927
weapon_deagle,m_flRecoveryTimeCrouchFinal,0.449927
weapon_deagle,m_flRecoveryTimeStand,0.8112
weapon_deagle,m_flRecoveryTimeStandFinal,0.8112
weapon_deagle,m_flSpread,0.002|0.002
weapon_deagle,m_flTimeBetweenBurstShots,0.0
weapon_deagle,m_flZoomTime0,0.0
weapon_deagle,m_flZoomTime1,0.0
weapon_deagle,m_flZoomTime2,0.0
weapon_deagle,m_iDefaultClip1,-1
weapon_deagle,m_iDefaultClip2,-1
weapon_deagle,m_iMaxClip1,7
weapon_deagle,m_iMaxClip2,0
weapon_deagle,m_iRumbleEffect,2
weapon_deagle,m_iWeight,7
weapon_deagle,m_nCrosshairDeltaDistance,3
weapon_deagle,m_nCrosshairMinDistance,8
weapon_deagle,m_nDamage,53
weapon_deagle,m_nKillAward,300
weapon_deagle,m_nNumBullets,1
weapon_deagle,m_nPrice,700
weapon_deagle,m_nPrimaryAmmoType,BULLET_PLAYER_50AE
weapon_deagle,m_nPrimaryReserveAmmoMax,3
weapon_deagle,m_nRecoilSeed,1454
weapon_deagle,m_nRecoveryTransitionEndBullet,10
weapon_deagle,m_nRecoveryTransitionStartBullet,3
weapon_deagle,m_nSecondaryReserveAmmoMax,0
weapon_deagle,m_nSpreadSeed,0
weapon_deagle,m_nTracerFrequency,1
weapon_deagle,m_nZoomFOV1,90
weapon_deagle,m_nZoomFOV2,90
weapon_deagle,m_nZoomLevels,0
weapon_deagle,m_szAnimSkeleton,animation/skeletons/weapons/deagle.vnmskel
weapon_deagle,m_szName,weapon_deagle
weapon_deagle,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_pistol.vpcf
weapon_deagle,m_szWorldModel,weapons/models/deagle/weapon_pist_deagle.vmdl
weapon_deagle,m_vecMuzzlePos0,24.317|-3.83|-1.22
weapon_revolver,_base,weapon_revolver_prefab
weapon_revolver,_class,weapon_deagle
weapon_revolver,_not_pickable,1
weapon_revolver,m_GearSlot,GEAR_SLOT_PISTOL
weapon_revolver,m_GearSlotPosition,0
weapon_revolver,m_WeaponType,WEAPONTYPE_PISTOL
weapon_revolver,m_bAllowFlipping,true
weapon_revolver,m_bAutoSwitchFrom,true
weapon_revolver,m_bAutoSwitchTo,true
weapon_revolver,m_bBuiltRightHanded,true
weapon_revolver,m_bCannotShootUnderwater,false
weapon_revolver,m_bHasBurstMode,false
weapon_revolver,m_bHideViewModelWhenZoomed,false
weapon_revolver,m_bIsFullAuto,true
weapon_revolver,m_bIsRevolver,true
weapon_revolver,m_bMeleeWeapon,false
weapon_revolver,m_bReserveAmmoAsClips,true
weapon_revolver,m_bUnzoomsAfterShot,false
weapon_revolver,m_eSilencerType,WEAPONSILENCER_NONE
weapon_revolver,m_flArmorRatio,1.864
weapon_revolver,m_flAttackMovespeedFactor,1.0
weapon_revolver,m_flCycleTime,0.5|0.4
weapon_revolver,m_flCycleTimeWhenInBurstMode,0.0
weapon_revolver,m_flDeployDuration,1.166667
weapon_revolver,m_flDisallowAttackAfterReloadStartDuration,2.266667
weapon_revolver,m_flFlinchVelocityModifierLarge,0.4
weapon_revolver,m_flFlinchVelocityModifierSmall,0.4
weapon_revolver,m_flHeadshotMultiplier,4.0
weapon_revolver,m_flInaccuracyAltSoundThreshold,0.0
weapon_revolver,m_flInaccuracyCrouch,0.001|0.005
weapon_revolver,m_flInaccuracyFire,0.05|0.055
weapon_revolver,m_flInaccuracyJump,0.05323|0.05323
weapon_revolver,m_flInaccuracyJumpApex,0.0
weapon_revolver,m_flInaccuracyJumpInitial,0.01865
weapon_revolver,m_flInaccuracyLadder,0.012|0.035
weapon_revolver,m_flInaccuracyLand,0.00013|0.00015
weapon_revolver,m_flInaccuracyMove,0.0065|0.036
weapon_revolver,m_flInaccuracyPitchShift,0.0
weapon_revolver,m_flInaccuracyReload,0.0
weapon_revolver,m_flInaccuracyStand,0.002|0.012
weapon_revolver,m_flMaxSpeed,180.0|220.0
weapon_revolver,m_flPenetration,2.0
weapon_revolver,m_flRange,4096.0
weapon_revolver,m_flRangeModifier,0.94
weapon_revolver,m_flRecoilAngle,0.0|3.0
weapon_revolver,m_flRecoilAngleVariance,40.0|50.0
weapon_revolver,m_flRecoilMagnitude,20.0|45.0
weapon_revolver,m_flRecoilMagnitudeVariance,0.0|6.0
weapon_revolver,m_flRecoveryTimeCrouch,0.7
weapon_revolver,m_flRecoveryTimeCrouchFinal,0.449927
weapon_revolver,m_flRecoveryTimeStand,0.9
weapon_revolver,m_flRecoveryTimeStandFinal,0.8112
weapon_revolver,m_flSpread,0.00052|0.068
weapon_revolver,m_flTimeBetweenBurstShots,0.0
weapon_revolver,m_flZoomTime0,0.0
weapon_revolver,m_flZoomTime1,0.0
weapon_revolver,m_flZoomTime2,0.0
weapon_revolver,m_iDefaultClip1,-1
weapon_revolver,m_iDefaultClip2,-1
weapon_revolver,m_iMaxClip1,8
weapon_revolver,m_iMaxClip2,0
weapon_revolver,m_iRumbleEffect,2
weapon_revolver,m_iWeight,7
weapon_revolver,m_nCrosshairDeltaDistance,3
weapon_revolver,m_nCrosshairMinDistance,4
weapon_revolver,m_nDamage,86
weapon_revolver,m_nKillAward,300
weapon_revolver,m_nNumBullets,1
weapon_revolver,m_nPrice,600
weapon_revolver,m_nPrimaryAmmoType,BULLET_PLAYER_50AE
weapon_revolver,m_nPrimaryReserveAmmoMax,2
weapon_revolver,m_nRecoilSeed,12345
weapon_revolver,m_nRecoveryTransitionEndBullet,10
weapon_revolver,m_nRecoveryTransitionStartBullet,3
weapon_revolver,m_nSecondaryReserveAmmoMax,0
weapon_revolver,m_nSpreadSeed,0
weapon_revolver,m_nTracerFrequency,1|1
weapon_revolver,m_nZoomFOV1,90
weapon_revolver,m_nZoomFOV2,90
weapon_revolver,m_nZoomLevels,0
weapon_revolver,m_szAnimClass,weapon_revolver
weapon_revolver,m_szAnimSkeleton,animation/skeletons/weapons/revolver.vnmskel
weapon_revolver,m_szName,weapon_revolver
weapon_revolver,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_pistol.vpcf
weapon_revolver,m_szWorldModel,weapons/models/revolver/weapon_pist_revolver.vmdl
weapon_revolver,m_vecMuzzlePos0,24.558|-3.634|-1.894
weapon_nova,_base,weapon_nova_prefab
weapon_nova,_class,weapon_nova
weapon_nova,_not_pickable,1
weapon_nova,m_GearSlot,GEAR_SLOT_RIFLE
weapon_nova,m_GearSlotPosition,0
weapon_nova,m_WeaponType,WEAPONTYPE_SHOTGUN
weapon_nova,m_bAllowFlipping,true
weapon_nova,m_bAutoSwitchFrom,true
weapon_nova,m_bAutoSwitchTo,true
weapon_nova,m_bBuiltRightHanded,true
weapon_nova,m_bCannotShootUnderwater,false
weapon_nova,m_bHasBurstMode,false
weapon_nova,m_bHideViewModelWhenZoomed,false
weapon_nova,m_bIsFullAuto,false
weapon_nova,m_bIsRevolver,false
weapon_nova,m_bMeleeWeapon,false
weapon_nova,m_bReloadsSingleShells,true
weapon_nova,m_bReserveAmmoAsClips,false
weapon_nova,m_bUnzoomsAfterShot,false
weapon_nova,m_eSilencerType,WEAPONSILENCER_NONE
weapon_nova,m_flArmorRatio,1.0
weapon_nova,m_flAttackMovespeedFactor,1.0
weapon_nova,m_flCycleTime,0.88
weapon_nova,m_flCycleTimeWhenInBurstMode,0.0
weapon_nova,m_flDeployDuration,1.0
weapon_nova,m_flDisallowAttackAfterReloadStartDuration,0.466667
weapon_nova,m_flFlinchVelocityModifierLarge,0.4
weapon_nova,m_flFlinchVelocityModifierSmall,0.45
weapon_nova,m_flHeadshotMultiplier,4.0
weapon_nova,m_flInaccuracyAltSoundThreshold,0.0
weapon_nova,m_flInaccuracyCrouch,0.00525|0.00525
weapon_nova,m_flInaccuracyFire,0.00972|0.00972
weapon_nova,m_flInaccuracyJump,0.12631|0.12631
weapon_nova,m_flInaccuracyJumpApex,0.0
weapon_nova,m_flInaccuracyJumpInitial,0.1097
weapon_nova,m_flInaccuracyLadder,0.07875|0.07875
weapon_nova,m_flInaccuracyLand,0.000236|0.000236
weapon_nova,m_flInaccuracyMove,0.03675|0.03675
weapon_nova,m_flInaccuracyPitchShift,0.0
weapon_nova,m_flInaccuracyReload,0.0
weapon_nova,m_flInaccuracyStand,0.007|0.007
weapon_nova,m_flMaxSpeed,220.0|220.0
weapon_nova,m_flPenetration,1.0
weapon_nova,m_flRange,3000.0
weapon_nova,m_flRangeModifier,0.7
weapon_nova,m_flRecoilAngle,0.0|0.0
weapon_nova,m_flRecoilAngleVariance,20.0|20.0
weapon_nova,m_flRecoilMagnitude,143.0|143.0
weapon_nova,m_flRecoilMagnitudeVariance,22.0|22.0
weapon_nova,m_flRecoveryTimeCrouch,0.328941
weapon_nova,m_flRecoveryTimeCrouchFinal,0.328941
weapon_nova,m_flRecoveryTimeStand,0.460517
weapon_nova,m_flRecoveryTimeStandFinal,0.460517
weapon_nova,m_flSpread,0.04|0.04
weapon_nova,m_flTimeBetweenBurstShots,0.0
weapon_nova,m_flZoomTime0,0.0
weapon_nova,m_flZoomTime1,0.0
weapon_nova,m_flZoomTime2,0.0
weapon_nova,m_iDefaultClip1,-1
weapon_nova,m_iDefaultClip2,-1
weapon_nova,m_iMaxClip1,8
weapon_nova,m_iMaxClip2,0
weapon_nova,m_iRumbleEffect,5
weapon_nova,m_iWeight,20
weapon_nova,m_nCrosshairDeltaDistance,6
weapon_nova,m_nCrosshairMinDistance,8
weapon_nova,m_nDamage,26
weapon_nova,m_nKillAward,900
weapon_nova,m_nNumBullets,9
weapon_nova,m_nPrice,1050
weapon_nova,m_nPrimaryAmmoType,BULLET_PLAYER_BUCKSHOT
weapon_nova,m_nPrimaryReserveAmmoMax,32
weapon_nova,m_nRecoilSeed,7763
weapon_nova,m_nRecoveryTransitionEndBullet,5
weapon_nova,m_nRecoveryTransitionStartBullet,2
weapon_nova,m_nSecondaryReserveAmmoMax,0
weapon_nova,m_nSpreadSeed,17514
weapon_nova,m_nTracerFrequency,1
weapon_nova,m_nZoomFOV1,90
weapon_nova,m_nZoomFOV2,90
weapon_nova,m_nZoomLevels,0
weapon_nova,m_szAnimSkeleton,animation/skeletons/weapons/nova.vnmskel
weapon_nova,m_szName,weapon_nova
weapon_nova,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_shot.vpcf
weapon_nova,m_szWorldModel,weapons/models/nova/weapon_shot_nova.vmdl
weapon_nova,m_vecMuzzlePos0,42.23|-4.268|-3.652
weapon_xm1014,_base,weapon_xm1014_prefab
weapon_xm1014,_class,weapon_xm1014
weapon_xm1014,_not_pickable,1
weapon_xm1014,m_GearSlot,GEAR_SLOT_RIFLE
weapon_xm1014,m_GearSlotPosition,0
weapon_xm1014,m_WeaponType,WEAPONTYPE_SHOTGUN
weapon_xm1014,m_bAllowFlipping,true
weapon_xm1014,m_bAutoSwitchFrom,true
weapon_xm1014,m_bAutoSwitchTo,true
weapon_xm1014,m_bBuiltRightHanded,true
weapon_xm1014,m_bCannotShootUnderwater,false
weapon_xm1014,m_bHasBurstMode,false
weapon_xm1014,m_bHideViewModelWhenZoomed,false
weapon_xm1014,m_bIsFullAuto,true
weapon_xm1014,m_bIsRevolver,false
weapon_xm1014,m_bMeleeWeapon,false
weapon_xm1014,m_bReloadsSingleShells,true
weapon_xm1014,m_bReserveAmmoAsClips,false
weapon_xm1014,m_bUnzoomsAfterShot,false
weapon_xm1014,m_eSilencerType,WEAPONSILENCER_NONE
weapon_xm1014,m_flArmorRatio,1.6
weapon_xm1014,m_flAttackMovespeedFactor,1.0
weapon_xm1014,m_flCycleTime,0.35
weapon_xm1014,m_flCycleTimeWhenInBurstMode,0.0
weapon_xm1014,m_flDeployDuration,1.0
weapon_xm1014,m_flDisallowAttackAfterReloadStartDuration,0.6
weapon_xm1014,m_flFlinchVelocityModifierLarge,0.4
weapon_xm1014,m_flFlinchVelocityModifierSmall,0.45
weapon_xm1014,m_flHeadshotMultiplier,4.0
weapon_xm1014,m_flInaccuracyAltSoundThreshold,0.0
weapon_xm1014,m_flInaccuracyCrouch,0.00525|0.00525
weapon_xm1014,m_flInaccuracyFire,0.00883|0.00883
weapon_xm1014,m_flInaccuracyJump,0.13083|0.13083
weapon_xm1014,m_flInaccuracyJumpApex,0.0
weapon_xm1014,m_flInaccuracyJumpInitial,0.10038
weapon_xm1014,m_flInaccuracyLadder,0.07721|0.07721
weapon_xm1014,m_flInaccuracyLand,0.000232|0.000232
weapon_xm1014,m_flInaccuracyMove,0.03603|0.03603
weapon_xm1014,m_flInaccuracyPitchShift,0.0
weapon_xm1014,m_flInaccuracyReload,0.0
weapon_xm1014,m_flInaccuracyStand,0.007|0.007
weapon_xm1014,m_flMaxSpeed,215.0|215.0
weapon_xm1014,m_flPenetration,1.0
weapon_xm1014,m_flRange,3000.0
weapon_xm1014,m_flRangeModifier,0.7
weapon_xm1014,m_flRecoilAngle,0.0|0.0
weapon_xm1014,m_flRecoilAngleVariance,20.0|20.0
weapon_xm1014,m_flRecoilMagnitude,80.0|80.0
weapon_xm1014,m_flRecoilMagnitudeVariance,20.0|20.0
weapon_xm1014,m_flRecoveryTimeCrouch,0.361835
weapon_xm1014,m_flRecoveryTimeCrouchFinal,0.361835
weapon_xm1014,m_flRecoveryTimeStand,0.506569
weapon_xm1014,m_flRecoveryTimeStandFinal,0.506569
weapon_xm1014,m_flSpread,0.038|0.038
weapon_xm1014,m_flTimeBetweenBurstShots,0.0
weapon_xm1014,m_flZoomTime0,0.0
weapon_xm1014,m_flZoomTime1,0.0
weapon_xm1014,m_flZoomTime2,0.0
weapon_xm1014,m_iDefaultClip1,-1
weapon_xm1014,m_iDefaultClip2,-1
weapon_xm1014,m_iMaxClip1,7
weapon_xm1014,m_iMaxClip2,0
weapon_xm1014,m_iRumbleEffect,5
weapon_xm1014,m_iWeight,20
weapon_xm1014,m_nCrosshairDeltaDistance,4
weapon_xm1014,m_nCrosshairMinDistance,9
weapon_xm1014,m_nDamage,20
weapon_xm1014,m_nKillAward,600
weapon_xm1014,m_nNumBullets,6
weapon_xm1014,m_nPrice,2000
weapon_xm1014,m_nPrimaryAmmoType,BULLET_PLAYER_BUCKSHOT
weapon_xm1014,m_nPrimaryReserveAmmoMax,32
weapon_xm1014,m_nRecoilSeed,24862
weapon_xm1014,m_nRecoveryTransitionEndBullet,5
weapon_xm1014,m_nRecoveryTransitionStartBullet,2
weapon_xm1014,m_nSecondaryReserveAmmoMax,0
weapon_xm1014,m_nSpreadSeed,817955
weapon_xm1014,m_nTracerFrequency,1
weapon_xm1014,m_nZoomFOV1,90
weapon_xm1014,m_nZoomFOV2,90
weapon_xm1014,m_nZoomLevels,0
weapon_xm1014,m_szAnimClass,weapon_xm1014
weapon_xm1014,m_szAnimSkeleton,animation/skeletons/weapons/xm1014.vnmskel
weapon_xm1014,m_szName,weapon_xm1014
weapon_xm1014,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_shot.vpcf
weapon_xm1014,m_szWorldModel,weapons/models/xm1014/weapon_shot_xm1014.vmdl
weapon_xm1014,m_vecMuzzlePos0,39.73|-4.274|-4.177
weapon_sawedoff,_base,weapon_sawedoff_prefab
weapon_sawedoff,_class,weapon_sawedoff
weapon_sawedoff,_not_pickable,1
weapon_sawedoff,m_GearSlot,GEAR_SLOT_RIFLE
weapon_sawedoff,m_GearSlotPosition,0
weapon_sawedoff,m_WeaponType,WEAPONTYPE_SHOTGUN
weapon_sawedoff,m_bAllowFlipping,true
weapon_sawedoff,m_bAutoSwitchFrom,true
weapon_sawedoff,m_bAutoSwitchTo,true
weapon_sawedoff,m_bBuiltRightHanded,true
weapon_sawedoff,m_bCannotShootUnderwater,false
weapon_sawedoff,m_bHasBurstMode,false
weapon_sawedoff,m_bHideViewModelWhenZoomed,false
weapon_sawedoff,m_bIsFullAuto,false
weapon_sawedoff,m_bIsRevolver,false
weapon_sawedoff,m_bMeleeWeapon,false
weapon_sawedoff,m_bReloadsSingleShells,true
weapon_sawedoff,m_bReserveAmmoAsClips,false
weapon_sawedoff,m_bUnzoomsAfterShot,false
weapon_sawedoff,m_eSilencerType,WEAPONSILENCER_NONE
weapon_sawedoff,m_flArmorRatio,1.5
weapon_sawedoff,m_flAttackMovespeedFactor,1.0
weapon_sawedoff,m_flCycleTime,0.85
weapon_sawedoff,m_flCycleTimeWhenInBurstMode,0.0
weapon_sawedoff,m_flDeployDuration,1.0
weapon_sawedoff,m_flDisallowAttackAfterReloadStartDuration,0.466667
weapon_sawedoff,m_flFlinchVelocityModifierLarge,0.4
weapon_sawedoff,m_flFlinchVelocityModifierSmall,0.45
weapon_sawedoff,m_flHeadshotMultiplier,4.0
weapon_sawedoff,m_flInaccuracyAltSoundThreshold,0.0
weapon_sawedoff,m_flInaccuracyCrouch,0.00525|0.00525
weapon_sawedoff,m_flInaccuracyFire,0.00972|0.00972
