class,clip,duration,kind,event,at,for
weapon_cz75a,reload2_empty,2.7333,Sound,Weapon_CZ.AddAmmo,1.7000,0.0000
weapon_cz75a,reload2_empty,2.7333,ID,WPN_RELOAD_ADD_AMMO,1.7000,0.0000
weapon_cz75a,reload2_empty,2.7333,Sound,Weapon_CZ.Sliderelease,2.0000,0.0000
weapon_cz75a,reload_empty,2.7333,,,,
weapon_cz75a,reload_empty,2.7333,ID,WPN_RELOAD_SILENT,0.0000,1.8666
weapon_cz75a,reload_empty,2.7333,ID,WPN_DROP_MAG,0.3333,0.0000
weapon_cz75a,reload_empty,2.7333,Sound,Weapon_CZ.Clipout,0.4000,0.0000
weapon_cz75a,reload_empty,2.7333,Sound,Weapon_CZ.Clipout2,0.8667,0.0000
weapon_cz75a,reload_empty,2.7333,Sound,Weapon_CZ.Clipin,1.4333,0.0000
weapon_cz75a,reload_empty,2.7333,Sound,Weapon_CZ.ClipinSlide,1.4666,0.0000
weapon_cz75a,reload_empty,2.7333,Sound,Weapon_CZ.AddAmmo,1.6666,0.0000
weapon_cz75a,reload_empty,2.7333,ID,WPN_RELOAD_ADD_AMMO,1.6666,0.0000
weapon_cz75a,reload_empty,2.7333,Sound,Weapon_CZ.Sliderelease,1.9333,0.0000
weapon_cz75a,shoot1,0.4000,,,,
weapon_cz75a,shoot1,0.4000,Particle,fps_view,0.0000,0.0000
weapon_cz75a,shoot1,0.4000,ID,WPN_BLOCK_INSPECT,0.0000,0.2000
weapon_cz75a,shoot1,0.4000,Particle,shell_eject,0.0000,0.0000
weapon_cz75a,shoot_empty,0.4000,,,,
weapon_cz75a,shoot_empty,0.4000,Particle,fps_view,0.0000,0.0000
weapon_cz75a,shoot_empty,0.4000,ID,WPN_BLOCK_INSPECT,0.0000,0.2000
weapon_cz75a,shoot_empty,0.4000,Particle,shell_eject,0.0000,0.0000
weapon_deagle,draw,1.0000,,,,
weapon_deagle,draw,1.0000,ID,WPN_INSPECT_USE_DRAW_VERSION,0.0000,0.6667
weapon_deagle,draw,1.0000,Sound,Weapon_DEagle.Draw,0.0000,1.0000
weapon_deagle,draw,1.0000,ID,WPN_BLOCK_INSPECT,0.0667,0.4333
weapon_deagle,idle,0.0000,,,,
weapon_deagle,idle_slide_back,0.0000,,,,
weapon_deagle,lookat01,5.6667,,,,
weapon_deagle,lookat01,5.6667,ID,WPN_INSPECT_INTRO,0.0000,2.9334
weapon_deagle,lookat01,5.6667,Sound,Weapon_DEagle.WeaponMove1,0.0667,0.0000
weapon_deagle,lookat01,5.6667,ID,WPN_DISABLE_LEFT_HAND_IK,0.3000,4.7000
weapon_deagle,lookat01,5.6667,Sound,Weapon_DEagle.WeaponMove3,1.2667,0.0000
weapon_deagle,lookat01,5.6667,Sound,Weapon_DEagle.WeaponMove4,1.4333,0.0000
weapon_deagle,lookat01,5.6667,ID,WPN_INSPECT_LOOP,2.9334,1.3333
weapon_deagle,lookat01,5.6667,ID,WPN_INSPECT_OUTRO,4.2667,1.4000
weapon_deagle,lookat01,5.6667,Sound,Weapon_DEagle.WeaponMove2,4.3667,0.0000
weapon_deagle,lookat01,5.6667,Sound,Weapon_DEagle.WeaponMove4,4.5667,0.0000
weapon_deagle,lookat02,8.5000,,,,
weapon_deagle,lookat02,8.5000,ID,WPN_INSPECT_INTRO,0.0333,2.7333
weapon_deagle,lookat02,8.5000,ID,WPN_DISABLE_LEFT_HAND_IK,0.2667,4.8333
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt009,0.3000,0.0000
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt036,1.2000,0.0000
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt057,1.9000,0.0000
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt081,2.7000,0.0000
weapon_deagle,lookat02,8.5000,ID,WPN_INSPECT_LOOP,2.7667,0.9000
weapon_deagle,lookat02,8.5000,ID,WPN_INSPECT_OUTRO,3.6667,4.8333
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt111,3.7000,0.0000
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt133,4.4333,0.0000
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt166,5.5333,0.0000
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt193,6.4333,0.0000
weapon_deagle,lookat02,8.5000,Sound,Weapon_DEagle.LookAt228,7.6000,0.0000
weapon_deagle,reload,2.2000,,,,
weapon_deagle,reload,2.2000,ID,WPN_RELOAD_SILENT,0.0000,0.9333
weapon_deagle,reload,2.2000,Sound,Weapon_DEagle.Clipout,0.1333,0.0000
weapon_deagle,reload,2.2000,ID,WPN_DROP_MAG,0.4000,0.0000
weapon_deagle,reload,2.2000,Sound,Weapon_DEagle.Clipin,0.7000,0.0000
weapon_deagle,reload,2.2000,Sound,Weapon_DEagle.AddAmmo,0.7667,0.0000
weapon_deagle,reload,2.2000,ID,WPN_RELOAD_ADD_AMMO,0.7667,0.0000
weapon_deagle,reload,2.2000,Sound,Weapon_DEagle.Slideback,1.3667,0.0000
weapon_deagle,reload,2.2000,Sound,Weapon_DEagle.Slideforward,1.5667,0.0000
weapon_deagle,reload_empty,2.2000,,,,
weapon_deagle,reload_empty,2.2000,ID,WPN_RELOAD_SILENT,0.0000,1.4667
weapon_deagle,reload_empty,2.2000,Sound,Weapon_DEagle.Clipout,0.2000,0.0000
weapon_deagle,reload_empty,2.2000,ID,WPN_DROP_MAG,0.5000,0.0000
weapon_deagle,reload_empty,2.2000,Sound,Weapon_DEagle.Clipin,0.9333,0.0000
weapon_deagle,reload_empty,2.2000,Sound,Weapon_DEagle.AddAmmo,1.0333,0.0000
weapon_deagle,reload_empty,2.2000,ID,WPN_RELOAD_ADD_AMMO,1.0333,0.0000
weapon_deagle,reload_empty,2.2000,Sound,Weapon_DEagle.Slideforward,1.5000,0.0000
weapon_deagle,reload_empty,2.2000,Sound,Weapon_DEagle.Slideback,1.5333,0.0000
weapon_deagle,shoot1,0.7000,,,,
weapon_deagle,shoot1,0.7000,ID,WPN_BLOCK_INSPECT,0.0000,0.3333
weapon_deagle,shoot1,0.7000,Particle,shell_eject,0.0000,0.0000
weapon_deagle,shoot1,0.7000,Particle,fps_view,0.0000,0.0000
weapon_deagle,shoot_empty,0.7000,,,,
weapon_deagle,shoot_empty,0.7000,ID,WPN_BLOCK_INSPECT,0.0000,0.3333
weapon_deagle,shoot_empty,0.7000,Particle,shell_eject,0.0000,0.0000
weapon_deagle,shoot_empty,0.7000,Particle,fps_view,0.0000,0.0000
weapon_revolver,chamber_position_anim_revolver_0,0.3000,,,,
weapon_revolver,chamber_position_anim_revolver_1,0.3000,,,,
weapon_revolver,chamber_position_anim_revolver_2,0.3000,,,,
weapon_revolver,chamber_position_anim_revolver_3,0.3000,,,,
weapon_revolver,chamber_position_anim_revolver_4,0.3000,,,,
weapon_revolver,chamber_position_anim_revolver_5,0.3000,,,,
weapon_revolver,chamber_position_anim_revolver_6,0.3000,,,,
weapon_revolver,chamber_position_anim_revolver_7,0.3000,,,,
weapon_revolver,draw,1.1667,,,,
weapon_revolver,draw,1.1667,ID,WPN_BLOCK_INSPECT,0.0000,0.5333
weapon_revolver,draw,1.1667,ID,WPN_INSPECT_USE_DRAW_VERSION,0.0000,0.6000
weapon_revolver,draw,1.1667,Sound,Weapon_Revolver.Draw,0.1000,0.5667
weapon_revolver,draw,1.1667,Sound,Weapon_Revolver.Siderelease_Q,0.4333,0.0000
weapon_revolver,draw,1.1667,Sound,Weapon_Revolver.Clipin_Q,0.7334,0.0000
weapon_revolver,draw,1.1667,Sound,Weapon_Revolver.BarrelRoll_Q,0.8334,0.0000
weapon_revolver,draw,1.1667,Sound,Weapon_Revolver.Sideback_Q,0.9000,0.0000
weapon_revolver,draw_2,1.1667,,,,
weapon_revolver,draw_2,1.1667,ID,WPN_BLOCK_INSPECT,0.0000,0.4333
weapon_revolver,draw_2,1.1667,ID,WPN_INSPECT_USE_DRAW_VERSION,0.0000,0.8667
weapon_revolver,draw_2,1.1667,Sound,Weapon_Revolver.Draw,0.1333,0.5667
weapon_revolver,draw_2,1.1667,Sound,Weapon_Revolver.Clipin_Q,0.4667,0.0000
weapon_revolver,draw_2,1.1667,ID,WPN_BLOCK_INSPECT,0.5333,0.4000
weapon_revolver,draw_2,1.1667,Sound,Weapon_Revolver.Sideback_Q,1.0000,0.0000
weapon_revolver,dryfire,0.3000,,,,
weapon_revolver,dryfire,0.3000,Sound,Weapon_Revolver.Sideback,0.0333,0.0000
weapon_revolver,idle,7.5000,,,,
weapon_revolver,lookat01,5.8333,,,,
weapon_revolver,lookat01,5.8333,ID,WPN_INSPECT_INTRO,0.0000,1.6667
weapon_revolver,lookat01,5.8333,Sound,Weapon.WeaponMove3,0.1667,0.0000
weapon_revolver,lookat01,5.8333,ID,WPN_INSPECT_LOOP,1.6667,3.3333
weapon_revolver,lookat01,5.8333,ID,WPN_INSPECT_OUTRO,5.0000,0.8333
weapon_revolver,lookat01,5.8333,Sound,Weapon.WeaponMove2,5.1666,0.0000
weapon_revolver,prepare_shoot,0.9667,,,,
weapon_revolver,prepare_shoot,0.9667,ID,WPN_BLOCK_INSPECT,0.0000,0.9667
weapon_revolver,prepare_shoot,0.9667,Sound,Weapon_Revolver.Prepare,0.0000,0.0000
weapon_revolver,prepare_shoot,0.9667,Legacy,,0.0000,0.0000
weapon_revolver,reload,2.2667,,,,
weapon_revolver,reload,2.2667,ID,WPN_RELOAD_SILENT,0.0000,1.8334
weapon_revolver,reload,2.2667,Sound,Weapon_Revolver.BarrelRoll,0.1000,0.0000
weapon_revolver,reload,2.2667,Sound,Weapon_Revolver.Siderelease,0.1000,0.0000
weapon_revolver,reload,2.2667,ID,WPN_DROP_MAG,0.6333,0.0000
weapon_revolver,reload,2.2667,Sound,Weapon_Revolver.Siderelease,0.6333,0.0000
weapon_revolver,reload,2.2667,Sound,Weapon_Revolver.Clipout,0.7000,0.0000
weapon_revolver,reload,2.2667,Sound,Weapon_Revolver.Clipin,1.2000,0.0000
weapon_revolver,reload,2.2667,Sound,Weapon_Revolver.BarrelRoll,1.5667,0.0000
weapon_revolver,reload,2.2667,Sound,Weapon_Revolver.Sideback,1.9667,0.0000
weapon_revolver,reload,2.2667,ID,WPN_RELOAD_ADD_AMMO,1.9667,0.0000
weapon_revolver,shoot1,0.7000,,,,
weapon_revolver,shoot1,0.7000,ID,WPN_BLOCK_INSPECT,0.0000,0.5667
weapon_revolver,shoot1,0.7000,Particle,fps_view,0.0000,0.0000
weapon_revolver,shoot_alt1,1.0000,,,,
weapon_revolver,shoot_alt1,1.0000,ID,WPN_BLOCK_INSPECT,0.0000,0.5667
weapon_revolver,shoot_alt1,1.0000,Particle,fps_view,0.0000,0.0000
weapon_nova,draw,1.0000,,,,
weapon_nova,draw,1.0000,Sound,Weapon_nova.Draw,0.0000,0.7333
weapon_nova,draw,1.0000,Sound,Weapon_Nova.Pump_Q,0.4667,0.0000
weapon_nova,idle,0.0000,,,,
weapon_nova,lookat01,5.6000,,,,
weapon_nova,lookat01,5.6000,ID,WPN_INSPECT_INTRO,0.0333,3.1667
weapon_nova,lookat01,5.6000,Sound,Weapon_Nova.WeaponMove1,0.0667,0.0000
weapon_nova,lookat01,5.6000,Sound,Weapon_Nova.WeaponMove2,1.4667,0.0000
weapon_nova,lookat01,5.6000,ID,WPN_INSPECT_LOOP,3.2000,1.5667
weapon_nova,lookat01,5.6000,Sound,Weapon_Nova.WeaponMove3,3.9000,0.0000
weapon_nova,lookat01,5.6000,ID,WPN_INSPECT_OUTRO,4.7667,0.8333
weapon_nova,reload,1.6333,,,,
weapon_nova,reload,1.6333,ID,WPN_RELOAD_INTRO,0.0000,0.3667
weapon_nova,reload,1.6333,ID,WPN_RELOAD_SILENT,0.0000,1.1333
weapon_nova,reload,1.6333,ID,WPN_RELOAD_LOOP,0.3667,0.4333
weapon_nova,reload,1.6333,Sound,Weapon_Nova.Insertshell,0.3667,0.0000
weapon_nova,reload,1.6333,Sound,Weapon_Nova.AddAmmo,0.6333,0.0000
weapon_nova,reload,1.6333,ID,WPN_RELOAD_ADD_AMMO,0.6667,0.0000
weapon_nova,reload,1.6333,ID,WPN_RELOAD_OUTRO,0.8000,0.8333
weapon_nova,reload,1.6333,Sound,Weapon_Nova.Pump,1.1666,0.0000
weapon_nova,shoot1,0.8000,,,,
weapon_nova,shoot1,0.8000,ID,WPN_BLOCK_INSPECT,0.0000,0.7000
weapon_nova,shoot1,0.8000,Particle,fps_fire,0.0000,0.0000
weapon_nova,shoot1,0.8000,Sound,Weapon_Nova.Pump_Q,0.2333,0.0000
weapon_nova,shoot1,0.8000,Particle,shell_eject,0.3333,0.0000
weapon_xm1014,bullet_hide,0.1333,,,,
weapon_xm1014,draw,1.0000,,,,
weapon_xm1014,draw,1.0000,Sound,Weapon_XM1014.WeaponMove1,0.0000,0.5333
weapon_xm1014,draw,1.0000,Sound,Weapon_XM1014.Draw,0.2333,0.4000
weapon_xm1014,draw,1.0000,Sound,Weapon_XM1014.Grab,0.6000,0.0000
weapon_xm1014,idle,0.0000,,,,
weapon_xm1014,lookat01,4.6000,,,,
weapon_xm1014,lookat01,4.6000,ID,WPN_INSPECT_INTRO,0.0000,1.0000
weapon_xm1014,lookat01,4.6000,Sound,Weapon_XM1014.WeaponMove3,0.0667,0.0000
weapon_xm1014,lookat01,4.6000,ID,WPN_INSPECT_LOOP,1.0000,1.1667
weapon_xm1014,lookat01,4.6000,ID,WPN_INSPECT_OUTRO,2.1667,2.4000
weapon_xm1014,lookat01,4.6000,Sound,Weapon_XM1014.WeaponMove1,2.2000,0.0000
weapon_xm1014,lookat01,4.6000,Sound,Weapon_XM1014.WeaponMove2,3.4667,0.0000
weapon_xm1014,reload,1.7333,,,,
weapon_xm1014,reload,1.7333,ID,WPN_RELOAD_INTRO,0.0000,0.7000
weapon_xm1014,reload,1.7333,ID,WPN_RELOAD_SILENT,0.0000,1.7333
weapon_xm1014,reload,1.7333,Sound,Weapon_XM1014.WeaponMove1,0.0333,0.0000
weapon_xm1014,reload,1.7333,ID,WPN_RELOAD_LOOP,0.7000,0.6000
weapon_xm1014,reload,1.7333,Sound,Weapon_XM1014.InsertShell,0.7333,0.0000
weapon_xm1014,reload,1.7333,Sound,Weapon_XM1014.AddAmmo,1.0333,0.0000
weapon_xm1014,reload,1.7333,ID,WPN_RELOAD_ADD_AMMO,1.0333,0.0000
weapon_xm1014,reload,1.7333,ID,WPN_RELOAD_OUTRO,1.3000,0.4333
weapon_xm1014,reload,1.7333,Sound,Weapon_XM1014.WeaponMove1,1.3333,0.0000
weapon_xm1014,shoot1,0.8667,,,,
weapon_xm1014,shoot1,0.8667,ID,WPN_BLOCK_INSPECT,0.0000,0.5667
weapon_xm1014,shoot1,0.8667,Particle,fps_fire,0.0000,0.0000
weapon_xm1014,shoot1,0.8667,Particle,shell_eject,0.1000,0.0000
weapon_sawedoff,draw,1.0000,,,,
weapon_sawedoff,draw,1.0000,Sound,Weapon_Sawedoff.Draw,0.0000,0.4667
weapon_sawedoff,draw,1.0000,Sound,Weapon_Sawedoff.Pump_Q,0.4667,0.0000
weapon_sawedoff,idle,0.0000,,,,
weapon_sawedoff,lookat01,5.7667,,,,
weapon_sawedoff,lookat01,5.7667,ID,WPN_INSPECT_INTRO,0.0000,1.3333
weapon_sawedoff,lookat01,5.7667,Sound,Weapon_Sawedoff.WeaponMove1,0.0667,0.0000
weapon_sawedoff,lookat01,5.7667,ID,WPN_INSPECT_LOOP,1.3333,1.6667
weapon_sawedoff,lookat01,5.7667,ID,WPN_INSPECT_OUTRO,3.0000,2.7667
weapon_sawedoff,lookat01,5.7667,Sound,Weapon_Sawedoff.WeaponMove2,3.1667,0.0000
weapon_sawedoff,lookat01,5.7667,Sound,Weapon_Sawedoff.WeaponMove3,4.8334,0.0000
weapon_sawedoff,reload,1.7333,,,,
weapon_sawedoff,reload,1.7333,ID,WPN_RELOAD_INTRO,0.0000,0.4000
weapon_sawedoff,reload,1.7333,ID,WPN_RELOAD_SILENT,0.0000,0.8000
weapon_sawedoff,reload,1.7333,ID,WPN_RELOAD_LOOP,0.4000,0.5333
weapon_sawedoff,reload,1.7333,Sound,Weapon_Sawedoff.InsertShell,0.4333,0.0000
weapon_sawedoff,reload,1.7333,Sound,Weapon_Sawedoff.AddAmmo,0.6667,0.0000
weapon_sawedoff,reload,1.7333,ID,WPN_RELOAD_ADD_AMMO,0.6667,0.0000
weapon_sawedoff,reload,1.7333,ID,WPN_RELOAD_OUTRO,0.9333,0.8000
weapon_sawedoff,reload,1.7333,Sound,Weapon_Sawedoff.Pump_Q,1.3000,0.0000
weapon_sawedoff,shoot1,0.8000,,,,
weapon_sawedoff,shoot1,0.8000,ID,WPN_BLOCK_INSPECT,0.0000,0.3667
weapon_sawedoff,shoot1,0.8000,Particle,fps_fire,0.0000,0.0000
weapon_sawedoff,shoot1,0.8000,Sound,Weapon_Sawedoff.Pump_Q,0.1667,0.0000
weapon_sawedoff,shoot1,0.8000,Particle,shell_eject,0.2333,0.0000
weapon_mag7,draw,1.0000,,,,
weapon_mag7,draw,1.0000,Sound,Weapon_MAG7.Draw,0.0000,0.4333
weapon_mag7,draw,1.0000,Sound,Weapon_Mag7.WeaponMove,0.0333,0.5667
weapon_mag7,draw,1.0000,Sound,Weapon_MAG7.PumpBack_Q,0.5000,0.0000
weapon_mag7,draw,1.0000,Sound,Weapon_MAG7.PumpForward_Q,0.6000,0.0000
weapon_mag7,idle,0.0000,,,,
weapon_mag7,lookat01,4.2333,,,,
weapon_mag7,lookat01,4.2333,ID,WPN_INSPECT_INTRO,0.0000,0.6333
weapon_mag7,lookat01,4.2333,Sound,Weapon_sg556.WeaponMove1,0.0667,0.0000
weapon_mag7,lookat01,4.2333,ID,WPN_INSPECT_LOOP,0.6333,1.1333
weapon_mag7,lookat01,4.2333,Sound,Weapon_sg556.WeaponMove2,1.7333,0.0000
weapon_mag7,lookat01,4.2333,ID,WPN_INSPECT_OUTRO,1.7667,2.4666
weapon_mag7,lookat01,4.2333,Sound,Weapon_sg556.WeaponMove3,2.6333,0.0000
weapon_mag7,reload,2.4667,,,,
weapon_mag7,reload,2.4667,ID,WPN_RELOAD_SILENT,0.0000,1.2000
weapon_mag7,reload,2.4667,Sound,Weapon_MAG7.Clipout,0.3000,0.0000
weapon_mag7,reload,2.4667,ID,WPN_DROP_MAG,0.6333,0.0000
weapon_mag7,reload,2.4667,Sound,Weapon_Mag7.WeaponMove,0.7000,0.0000
weapon_mag7,reload,2.4667,Sound,Weapon_MAG7.Clipin,0.9667,0.0000
weapon_mag7,reload,2.4667,Sound,Weapon_Mag7.AddAmmo,1.0667,0.0000
weapon_mag7,reload,2.4667,ID,WPN_RELOAD_ADD_AMMO,1.0667,0.0000
weapon_mag7,reload,2.4667,Sound,Weapon_MAG7.PumpBack,1.6667,0.0000
weapon_mag7,reload,2.4667,Sound,Weapon_MAG7.PumpForward,1.9000,0.0000
weapon_mag7,shoot1,1.2000,,,,
weapon_mag7,shoot1,1.2000,Particle,fps_fire,0.0000,0.0000
weapon_mag7,shoot1,1.2000,ID,WPN_BLOCK_INSPECT,0.0000,0.7667
weapon_mag7,shoot1,1.2000,Sound,Weapon_MAG7.PumpBack,0.1333,0.0000
weapon_mag7,shoot1,1.2000,Particle,shell_eject,0.3333,0.0000
weapon_mag7,shoot1,1.2000,Sound,Weapon_MAG7.PumpForward,0.4000,0.0000
weapon_mac10,draw,1.0000,,,,
weapon_mac10,draw,1.0000,Sound,Weapon_MAC10.Draw,0.0667,0.8000
weapon_mac10,draw,1.0000,Sound,Weapon_MAC10.BoltBack_Q,0.3667,0.0000
weapon_mac10,draw,1.0000,Sound,Weapon_MAC10.BoltForward_Q,0.5000,0.0000
weapon_mac10,idle,0.0000,,,,
weapon_mac10,lookat01,5.2667,,,,
weapon_mac10,lookat01,5.2667,ID,WPN_INSPECT_INTRO,0.0000,3.1000
weapon_mac10,lookat01,5.2667,Sound,Weapon_MAC10.WeaponMove1,0.0667,0.0000
weapon_mac10,lookat01,5.2667,Sound,Weapon_MAC10.WeaponMove2,1.8000,0.0000
weapon_mac10,lookat01,5.2667,ID,WPN_INSPECT_LOOP,3.1000,1.3333
weapon_mac10,lookat01,5.2667,ID,WPN_INSPECT_OUTRO,4.4334,0.8333
weapon_mac10,lookat01,5.2667,Sound,Weapon_MAC10.WeaponMove3,4.5000,0.0000
weapon_mac10,reload,2.5667,,,,
weapon_mac10,reload,2.5667,ID,WPN_RELOAD_SILENT,0.0000,1.3334
weapon_mac10,reload,2.5667,Sound,Weapon_MAC10.Clipout,0.4333,0.0000
weapon_mac10,reload,2.5667,ID,WPN_DROP_MAG,0.6667,0.0000
weapon_mac10,reload,2.5667,Sound,Weapon_MAC10.Clipin,1.0333,0.0000
weapon_mac10,reload,2.5667,Sound,Weapon_MAC10.Clip.Slide,1.1000,0.0000
weapon_mac10,reload,2.5667,Sound,Weapon_MAC10.AddAmmo,1.2000,0.0000
weapon_mac10,reload,2.5667,ID,WPN_RELOAD_ADD_AMMO,1.2000,0.0000
weapon_mac10,reload,2.5667,Sound,Weapon_MAC10.BoltBack,1.8000,0.0000
weapon_mac10,reload,2.5667,Sound,Weapon_MAC10.BoltForward,2.0000,0.0000
weapon_mac10,shoot1,0.8000,,,,
weapon_mac10,shoot1,0.8000,Particle,fps_view,0.0000,0.0000
weapon_mac10,shoot1,0.8000,ID,WPN_BLOCK_INSPECT,0.0000,0.2667
weapon_mac10,shoot1,0.8000,Particle,shell_eject,0.0000,0.0000
weapon_mp9,draw,1.2000,,,,
weapon_mp9,draw,1.2000,Sound,Weapon_MP9.Draw,0.0000,0.5000
weapon_mp9,draw,1.2000,Sound,Weapon_MP9.WeaponMove3,0.0333,0.7000
weapon_mp9,draw,1.2000,Sound,Weapon_MP9.BoltBack_Q,0.3333,0.0000
weapon_mp9,draw,1.2000,Sound,Weapon_MP9.BoltForward_Q,0.5333,0.0000
weapon_mp9,idle,0.0000,,,,
weapon_mp9,lookat01,7.3333,,,,
weapon_mp9,lookat01,7.3333,ID,WPN_INSPECT_INTRO,0.0000,1.5333
weapon_mp9,lookat01,7.3333,Sound,Weapon_MP9.WeaponMove1,0.0667,0.0000
weapon_mp9,lookat01,7.3333,ID,WPN_INSPECT_LOOP,1.5333,1.5000
weapon_mp9,lookat01,7.3333,ID,WPN_INSPECT_OUTRO,3.0333,4.3000
weapon_mp9,lookat01,7.3333,Sound,Weapon_MP9.WeaponMove2,4.3333,0.0000
weapon_mp9,lookat01,7.3333,Sound,Weapon_MP9.WeaponMove1,5.3333,0.0000
weapon_mp9,lookat01,7.3333,Sound,Weapon_MP9.WeaponMove3,6.1000,0.0000
weapon_mp9,reload,2.1333,,,,
weapon_mp9,reload,2.1333,ID,WPN_RELOAD_SILENT,0.0000,1.0000
weapon_mp9,reload,2.1333,Sound,Weapon_MP9.Clipout,0.2333,0.0000
weapon_mp9,reload,2.1333,ID,WPN_DROP_MAG,0.4333,0.0000
weapon_mp9,reload,2.1333,Sound,Weapon_MP9.Clipin,0.7667,0.0000
weapon_mp9,reload,2.1333,Sound,Weapon_MP9.Clip.Slide,0.8000,0.0000
weapon_mp9,reload,2.1333,Sound,Weapon_MP9.AddAmmo,0.8667,0.0000
weapon_mp9,reload,2.1333,ID,WPN_RELOAD_ADD_AMMO,0.8667,0.0000
weapon_mp9,reload,2.1333,Sound,Weapon_MP9.BoltBack,1.3333,0.0000
weapon_mp9,reload,2.1333,Sound,Weapon_MP9.BoltForward,1.5666,0.0000
weapon_mp9,shoot1,0.8333,,,,
weapon_mp9,shoot1,0.8333,Particle,fps_view,0.0000,0.0000
weapon_mp9,shoot1,0.8333,ID,WPN_BLOCK_INSPECT,0.0000,0.4000
weapon_mp9,shoot1,0.8333,Particle,shell_eject,0.0000,0.0000
weapon_mp7,draw,1.0000,,,,
weapon_mp7,draw,1.0000,Sound,Weapon_MP7.Draw,0.0000,0.7000
weapon_mp7,draw,1.0000,Sound,Weapon_MP7.Slideback_Q,0.2000,0.0000
weapon_mp7,draw,1.0000,Sound,Weapon_MP7.SlideForward_Q,0.4000,0.0000
weapon_mp7,idle,0.0000,,,,
weapon_mp7,lookat01,6.6667,,,,
weapon_mp7,lookat01,6.6667,ID,WPN_INSPECT_INTRO,0.0000,1.5333
weapon_mp7,lookat01,6.6667,Sound,Weapon_MP7.WeaponMove1,0.0667,0.0000
weapon_mp7,lookat01,6.6667,ID,WPN_INSPECT_LOOP,1.5333,1.5000
weapon_mp7,lookat01,6.6667,ID,WPN_INSPECT_OUTRO,3.0333,3.6334
weapon_mp7,lookat01,6.6667,Sound,Weapon_MP7.WeaponMove1,4.1667,0.0000
weapon_mp7,lookat01,6.6667,Sound,Weapon_MP7.WeaponMove2,4.3334,0.0000
weapon_mp7,lookat01,6.6667,Sound,Weapon_MP7.WeaponMove3,5.4334,0.0000
weapon_mp7,reload,3.1333,,,,
weapon_mp7,reload,3.1333,Sound,Weapon_MP7.Clipout,0.3000,0.0000
weapon_mp7,reload,3.1333,ID,WPN_DROP_MAG,0.5333,0.0000
weapon_mp7,reload,3.1333,Sound,Weapon_MP7.Clipin,1.3000,0.0000
weapon_mp7,reload,3.1333,Sound,Weapon_MP7.AddAmmo,1.4333,0.0000
weapon_mp7,reload,3.1333,ID,WPN_RELOAD_ADD_AMMO,1.4333,0.0000
weapon_mp7,reload,3.1333,Sound,Weapon_MP7.Slideback,2.1000,0.0000
weapon_mp7,reload,3.1333,Sound,Weapon_MP7.SlideForward,2.3666,0.0000
weapon_mp7,shoot1,0.8000,,,,
weapon_mp7,shoot1,0.8000,Particle,shell_eject,0.0000,0.0000
weapon_mp7,shoot1,0.8000,ID,WPN_BLOCK_INSPECT,0.0000,0.3333
weapon_mp7,shoot1,0.8000,Particle,fps_view,0.0000,0.0000
weapon_mp5sd,draw,1.0000,,,,
weapon_mp5sd,draw,1.0000,Sound,Weapon_MP5.WeaponMove1,0.0000,0.4333
weapon_mp5sd,draw,1.0000,Sound,Weapon_MP5.Draw,0.0333,0.4333
weapon_mp5sd,draw,1.0000,Sound,Weapon_MP5.Hit,0.5333,0.0000
weapon_mp5sd,draw2,1.0000,,,,
weapon_mp5sd,draw2,1.0000,Sound,Weapon_MP5.WeaponMove1,0.0000,0.4333
weapon_mp5sd,draw2,1.0000,Sound,Weapon_MP5.Draw,0.1333,0.4333
weapon_mp5sd,draw2,1.0000,Sound,Weapon_MP5.Hit,0.5000,0.0000
weapon_mp5sd,draw2,1.0000,Sound,Weapon_MP5.SlideForward_Q,0.5333,0.0000
weapon_mp5sd,idle,0.0000,,,,
weapon_mp5sd,lookat01,7.6667,,,,
weapon_mp5sd,lookat01,7.6667,ID,WPN_INSPECT_INTRO,0.0000,2.2000
weapon_mp5sd,lookat01,7.6667,Sound,Weapon_MP5.Draw,0.0667,0.0000
weapon_mp5sd,lookat01,7.6667,ID,WPN_INSPECT_LOOP,2.2000,2.5000
weapon_mp5sd,lookat01,7.6667,Sound,Weapon_MP5.WeaponMove1,4.1667,0.0000
weapon_mp5sd,lookat01,7.6667,Sound,Weapon_MP5.WeaponMove2,4.3333,0.0000
weapon_mp5sd,lookat01,7.6667,ID,WPN_INSPECT_OUTRO,4.6667,3.0000
weapon_mp5sd,lookat01,7.6667,Sound,Weapon_MP5.WeaponMove3,5.4334,0.0000
weapon_mp5sd,lookat01,7.6667,Sound,Weapon_MP5.Grab,7.0000,0.0000
weapon_mp5sd,reload,2.9667,,,,
weapon_mp5sd,reload,2.9667,ID,WPN_RELOAD_SILENT,0.0000,2.0667
